CVE	Problem
CVE-2020-0125	CWE-125
CVE-2020-0126	CWE-416
CVE-2020-0127	CWE-125
CVE-2020-0128	CWE-190
CVE-2020-0129	CWE-787
CVE-2020-0130	CWE-20
CVE-2020-0131	CWE-787
CVE-2020-0132	CWE-502
CVE-2020-0133	CWE-276
CVE-2020-0134	CWE-200
CVE-2020-0135	CWE-276
CVE-2020-0136	CWE-190
CVE-2020-0137	CWE-276
CVE-2020-0138	CWE-787
CVE-2020-0139	CWE-190
CVE-2020-0140	CWE-200
CVE-2020-0141	CWE-200
CVE-2020-0142	CWE-200
CVE-2020-0143	CWE-125
CVE-2020-0144	CWE-125
CVE-2020-0145	CWE-125
CVE-2020-0146	CWE-125
CVE-2020-0147	CWE-125
CVE-2020-0148	CWE-125
CVE-2020-0149	CWE-125
CVE-2020-0150	CWE-787
CVE-2020-0151	CWE-125
CVE-2020-0152	CWE-125
CVE-2020-0153	CWE-787
CVE-2020-0154	CWE-125
CVE-2020-0155	CWE-787
CVE-2020-0156	CWE-125
CVE-2020-0157	CWE-125
CVE-2020-0158	CWE-125
CVE-2020-0159	CWE-125
CVE-2020-0160	CWE-119
CVE-2020-0161	CWE-20
CVE-2020-0162	CWE-20
CVE-2020-0163	CWE-20
CVE-2020-0164	CWE-125
CVE-2020-0165	CWE-787
CVE-2020-0166	CWE-269
CVE-2020-0167	CWE-125
CVE-2020-0168	CWE-787
CVE-2020-0169	CWE-400
CVE-2020-0170	CWE-400
CVE-2020-0171	CWE-400
CVE-2020-0172	CWE-400
CVE-2020-0173	CWE-400
CVE-2020-0174	CWE-400
CVE-2020-0175	CWE-400
CVE-2020-0176	CWE-125
CVE-2020-0177	CWE-269
CVE-2020-0178	CWE-200
CVE-2020-0179	CWE-20
CVE-2020-0180	CWE-125
CVE-2020-0181	CWE-190
CVE-2020-0182	CWE-125
CVE-2020-0183	CWE-269
CVE-2020-0184	CWE-835
CVE-2020-0185	CWE-125
CVE-2020-0186	CWE-787
CVE-2020-0187	NVD-CWE-Other
CVE-2020-0188	CWE-269
CVE-2020-0189	CWE-835
CVE-2020-0190	CWE-125
CVE-2020-0191	CWE-125
CVE-2020-0192	CWE-125
CVE-2020-0193	CWE-125
CVE-2020-0194	CWE-190
CVE-2020-0195	CWE-200
CVE-2020-0196	CWE-20
CVE-2020-0197	CWE-125
CVE-2020-0198	CWE-190
CVE-2020-0199	CWE-416
CVE-2020-0200	CWE-125
CVE-2020-0201	CWE-269
CVE-2020-0202	CWE-276
CVE-2020-0203	CWE-269
CVE-2020-0204	CWE-367
CVE-2020-0205	CWE-125
CVE-2020-0206	CWE-20
CVE-2020-0207	CWE-125
CVE-2020-0208	CWE-276
CVE-2020-0209	CWE-276
CVE-2020-0210	CWE-610
CVE-2020-0211	CWE-125
CVE-2020-0212	CWE-416
CVE-2020-0213	CWE-787
CVE-2020-0214	CWE-125
CVE-2020-0215	CWE-276
CVE-2020-0216	CWE-190
CVE-2020-0217	CWE-787
CVE-2020-0218	CWE-787
CVE-2020-0219	CWE-269
CVE-2020-0220	CWE-787
CVE-2020-0221	CWE-119
CVE-2020-0223	CWE-269
CVE-2020-0224	CWE-843
CVE-2020-0225	CWE-787
CVE-2020-0226	CWE-843
CVE-2020-0227	CWE-276
CVE-2020-0228	CWE-200
CVE-2020-0229	CWE-787
CVE-2020-0230	CWE-787
CVE-2020-0231	CWE-787
CVE-2020-0232	CWE-416
CVE-2020-0233	CWE-416
CVE-2020-0234	CWE-787
CVE-2020-0235	CWE-119
CVE-2020-0236	CWE-125
CVE-2020-0238	CWE-367
CVE-2020-0239	CWE-200
CVE-2020-0240	CWE-787
CVE-2020-0240	CWE-190
CVE-2020-0241	CWE-415
CVE-2020-0242	CWE-416
CVE-2020-0243	CWE-416
CVE-2020-0244	CWE-125
CVE-2020-0245	CWE-787
CVE-2020-0246	CWE-862
CVE-2020-0247	CWE-835
CVE-2020-0248	CWE-200
CVE-2020-0249	CWE-200
CVE-2020-0250	CWE-200
CVE-2020-0251	CWE-125
CVE-2020-0252	CWE-416
CVE-2020-0253	CWE-416
CVE-2020-0254	CWE-125
CVE-2020-0256	CWE-787
CVE-2020-0257	CWE-269
CVE-2020-0258	CWE-200
CVE-2020-0259	CWE-269
CVE-2020-0260	CWE-125
CVE-2020-0261	CWE-269
CVE-2020-0262	NVD-CWE-noinfo
CVE-2020-0263	CWE-269
CVE-2020-0264	CWE-190
CVE-2020-0265	CWE-281
CVE-2020-0266	CWE-862
CVE-2020-0267	CWE-610
CVE-2020-0268	CWE-362
CVE-2020-0268	CWE-416
CVE-2020-0269	CWE-281
CVE-2020-0270	CWE-125
CVE-2020-0271	NVD-CWE-noinfo
CVE-2020-0272	CWE-665
CVE-2020-0273	CWE-787
CVE-2020-0274	NVD-CWE-Other
CVE-2020-0275	CWE-276
CVE-2020-0276	CWE-276
CVE-2020-0277	CWE-862
CVE-2020-0278	CWE-787
CVE-2020-0279	CWE-125
CVE-2020-0280	CWE-125
CVE-2020-0281	CWE-125
CVE-2020-0282	CWE-125
CVE-2020-0283	CWE-787
CVE-2020-0284	CWE-276
CVE-2020-0285	CWE-276
CVE-2020-0286	CWE-200
CVE-2020-0287	CWE-400
CVE-2020-0288	CWE-863
CVE-2020-0289	CWE-862
CVE-2020-0290	CWE-862
CVE-2020-0291	CWE-125
CVE-2020-0292	CWE-125
CVE-2020-0293	CWE-276
CVE-2020-0294	CWE-276
CVE-2020-0295	CWE-276
CVE-2020-0296	CWE-276
CVE-2020-0297	CWE-276
CVE-2020-0298	CWE-276
CVE-2020-0299	CWE-276
CVE-2020-0300	CWE-125
CVE-2020-0301	CWE-20
CVE-2020-0302	CWE-276
CVE-2020-0303	CWE-416
CVE-2020-0304	CWE-276
CVE-2020-0305	CWE-362
CVE-2020-0305	CWE-416
CVE-2020-0306	CWE-269
CVE-2020-0307	CWE-276
CVE-2020-0308	CWE-276
CVE-2020-0309	CWE-190
CVE-2020-0310	CWE-276
CVE-2020-0311	CWE-276
CVE-2020-0312	CWE-276
CVE-2020-0313	CWE-276
CVE-2020-0314	CWE-862
CVE-2020-0315	CWE-276
CVE-2020-0316	CWE-276
CVE-2020-0317	CWE-276
CVE-2020-0318	CWE-755
CVE-2020-0319	CWE-787
CVE-2020-0320	CWE-20
CVE-2020-0321	CWE-909
CVE-2020-0322	CWE-125
CVE-2020-0323	CWE-125
CVE-2020-0324	CWE-125
CVE-2020-0325	NVD-CWE-noinfo
CVE-2020-0326	CWE-787
CVE-2020-0327	CWE-281
CVE-2020-0328	CWE-190
CVE-2020-0329	CWE-125
CVE-2020-0330	CWE-416
CVE-2020-0331	CWE-281
CVE-2020-0332	NVD-CWE-Other
CVE-2020-0333	CWE-20
CVE-2020-0334	CWE-787
CVE-2020-0335	CWE-787
CVE-2020-0336	CWE-843
CVE-2020-0337	CWE-610
CVE-2020-0338	CWE-610
CVE-2020-0339	CWE-125
CVE-2020-0340	CWE-909
CVE-2020-0341	CWE-862
CVE-2020-0342	CWE-787
CVE-2020-0343	CWE-276
CVE-2020-0344	CWE-89
CVE-2020-0345	CWE-610
CVE-2020-0346	CWE-190
CVE-2020-0347	CWE-787
CVE-2020-0348	CWE-125
CVE-2020-0349	CWE-125
CVE-2020-0349	CWE-281
CVE-2020-0350	CWE-787
CVE-2020-0351	CWE-20
CVE-2020-0352	CWE-89
CVE-2020-0353	CWE-119
CVE-2020-0354	CWE-787
CVE-2020-0355	CWE-125
CVE-2020-0356	CWE-787
CVE-2020-0357	CWE-667
CVE-2020-0358	CWE-367
CVE-2020-0359	CWE-125
CVE-2020-0360	CWE-269
CVE-2020-0361	CWE-908
CVE-2020-0362	CWE-20
CVE-2020-0363	CWE-20
CVE-2020-0364	CWE-125
CVE-2020-0365	CWE-125
CVE-2020-0366	CWE-269
CVE-2020-0367	CWE-787
CVE-2020-0368	CWE-20
CVE-2020-0369	CWE-190
CVE-2020-0370	CWE-125
CVE-2020-0371	CWE-125
CVE-2020-0372	CWE-862
CVE-2020-0373	CWE-362
CVE-2020-0374	CWE-276
CVE-2020-0375	CWE-862
CVE-2020-0376	CWE-125
CVE-2020-0377	CWE-125
CVE-2020-0378	CWE-862
CVE-2020-0379	NVD-CWE-noinfo
CVE-2020-0380	CWE-787
CVE-2020-0381	CWE-190
CVE-2020-0382	CWE-754
CVE-2020-0383	CWE-787
CVE-2020-0384	CWE-787
CVE-2020-0385	CWE-787
CVE-2020-0386	CWE-269
CVE-2020-0387	CWE-269
CVE-2020-0388	CWE-276
CVE-2020-0389	CWE-863
CVE-2020-0390	CWE-276
CVE-2020-0391	CWE-269
CVE-2020-0392	CWE-415
CVE-2020-0393	CWE-125
CVE-2020-0394	CWE-269
CVE-2020-0395	CWE-863
CVE-2020-0396	CWE-863
CVE-2020-0397	CWE-863
CVE-2020-0398	CWE-732
CVE-2020-0399	CWE-863
CVE-2020-0400	CWE-732
CVE-2020-0401	CWE-862
CVE-2020-0403	CWE-269
CVE-2020-0404	CWE-269
CVE-2020-0405	CWE-281
CVE-2020-0406	CWE-787
CVE-2020-0407	CWE-326
CVE-2020-0408	CWE-190
CVE-2020-0409	CWE-787
CVE-2020-0410	CWE-276
CVE-2020-0411	CWE-908
CVE-2020-0412	CWE-276
CVE-2020-0413	CWE-125
CVE-2020-0414	CWE-276
CVE-2020-0415	CWE-276
CVE-2020-0416	CWE-1188
CVE-2020-0418	NVD-CWE-noinfo
CVE-2020-0419	CWE-862
CVE-2020-0420	CWE-667
CVE-2020-0421	CWE-755
CVE-2020-0422	CWE-922
CVE-2020-0423	CWE-667
CVE-2020-0424	NVD-CWE-noinfo
CVE-2020-0425	CWE-200
CVE-2020-0426	CWE-276
CVE-2020-0427	CWE-416
CVE-2020-0428	CWE-362
CVE-2020-0429	CWE-416
CVE-2020-0430	CWE-125
CVE-2020-0431	CWE-787
CVE-2020-0432	CWE-190
CVE-2020-0433	CWE-416
CVE-2020-0434	CWE-416
CVE-2020-0437	CWE-276
CVE-2020-0438	CWE-665
CVE-2020-0439	CWE-276
CVE-2020-0440	CWE-276
CVE-2020-0441	CWE-400
CVE-2020-0442	CWE-20
CVE-2020-0443	CWE-754
CVE-2020-0444	CWE-269
CVE-2020-0445	NVD-CWE-noinfo
CVE-2020-0446	NVD-CWE-noinfo
CVE-2020-0447	NVD-CWE-noinfo
CVE-2020-0448	CWE-276
CVE-2020-0449	CWE-416
CVE-2020-0450	CWE-665
CVE-2020-0451	CWE-787
CVE-2020-0452	CWE-190
CVE-2020-0453	CWE-276
CVE-2020-0454	CWE-732
CVE-2020-0455	CWE-787
CVE-2020-0456	CWE-787
CVE-2020-0457	CWE-787
CVE-2020-0458	CWE-190
CVE-2020-0459	CWE-276
CVE-2020-0460	NVD-CWE-noinfo
CVE-2020-0463	CWE-125
CVE-2020-0464	CWE-203
CVE-2020-0465	CWE-787
CVE-2020-0466	CWE-416
CVE-2020-0467	NVD-CWE-noinfo
CVE-2020-0468	CWE-276
CVE-2020-0469	NVD-CWE-noinfo
CVE-2020-0470	CWE-787
CVE-2020-0471	CWE-269
CVE-2020-0473	CWE-863
CVE-2020-0474	CWE-416
CVE-2020-0475	CWE-276
CVE-2020-0476	CWE-532
CVE-2020-0477	CWE-863
CVE-2020-0478	CWE-787
CVE-2020-0479	CWE-863
CVE-2020-0480	CWE-863
CVE-2020-0481	CWE-863
CVE-2020-0482	CWE-125
CVE-2020-0483	CWE-415
CVE-2020-0484	CWE-416
CVE-2020-0485	CWE-276
CVE-2020-0486	CWE-276
CVE-2020-0488	CWE-824
CVE-2020-0489	CWE-787
CVE-2020-0490	CWE-125
CVE-2020-0491	CWE-400
CVE-2020-0492	CWE-125
CVE-2020-0493	CWE-125
CVE-2020-0494	CWE-125
CVE-2020-0495	CWE-190
CVE-2020-0496	CWE-416
CVE-2020-0497	CWE-200
CVE-2020-0498	CWE-200
CVE-2020-0499	CWE-125
CVE-2020-0500	CWE-200
CVE-2020-0501	CWE-120
CVE-2020-0502	CWE-269
CVE-2020-0503	CWE-200
CVE-2020-0504	CWE-120
CVE-2020-0505	CWE-754
CVE-2020-0506	CWE-665
CVE-2020-0507	CWE-428
CVE-2020-0508	CWE-276
CVE-2020-0510	CWE-125
CVE-2020-0511	NVD-CWE-noinfo
CVE-2020-0512	CWE-755
CVE-2020-0513	CWE-787
CVE-2020-0514	CWE-276
CVE-2020-0515	CWE-427
CVE-2020-0516	NVD-CWE-noinfo
CVE-2020-0517	NVD-CWE-noinfo
CVE-2020-0519	CWE-269
CVE-2020-0520	CWE-269
CVE-2020-0526	CWE-20
CVE-2020-0527	CWE-200
CVE-2020-0528	CWE-119
CVE-2020-0529	CWE-665
CVE-2020-0530	CWE-120
CVE-2020-0531	CWE-20
CVE-2020-0532	CWE-20
CVE-2020-0533	CWE-916
CVE-2020-0534	CWE-20
CVE-2020-0535	CWE-20
CVE-2020-0536	CWE-20
CVE-2020-0537	CWE-20
CVE-2020-0538	CWE-20
CVE-2020-0539	CWE-22
CVE-2020-0540	CWE-522
CVE-2020-0541	CWE-787
CVE-2020-0542	CWE-119
CVE-2020-0543	CWE-200
CVE-2020-0545	CWE-190
CVE-2020-0546	CWE-428
CVE-2020-0547	CWE-276
CVE-2020-0548	CWE-200
CVE-2020-0549	CWE-200
CVE-2020-0550	CWE-200
CVE-2020-0551	CWE-74
CVE-2020-0553	CWE-125
CVE-2020-0554	CWE-362
CVE-2020-0555	CWE-20
CVE-2020-0556	CWE-269
CVE-2020-0557	CWE-269
CVE-2020-0558	CWE-119
CVE-2020-0559	CWE-276
CVE-2020-0560	CWE-276
CVE-2020-0561	CWE-665
CVE-2020-0562	CWE-276
CVE-2020-0563	CWE-269
CVE-2020-0564	CWE-276
CVE-2020-0565	CWE-427
CVE-2020-0566	CWE-269
CVE-2020-0567	NVD-CWE-noinfo
CVE-2020-0568	CWE-362
CVE-2020-0569	CWE-787
CVE-2020-0570	CWE-426
CVE-2020-0571	CWE-200
CVE-2020-0572	CWE-20
CVE-2020-0573	CWE-125
CVE-2020-0574	CWE-200
CVE-2020-0575	CWE-119
CVE-2020-0576	CWE-120
CVE-2020-0577	CWE-269
CVE-2020-0578	CWE-269
CVE-2020-0583	CWE-269
CVE-2020-0584	CWE-120
CVE-2020-0586	CWE-665
CVE-2020-0587	CWE-754
CVE-2020-0588	CWE-754
CVE-2020-0590	CWE-20
CVE-2020-0591	CWE-119
CVE-2020-0592	CWE-787
CVE-2020-0593	CWE-119
CVE-2020-0594	CWE-125
CVE-2020-0595	CWE-416
CVE-2020-0596	CWE-20
CVE-2020-0597	CWE-125
CVE-2020-0598	CWE-426
CVE-2020-0599	NVD-CWE-Other
CVE-2020-0600	CWE-269
CVE-2020-0601	CWE-295
CVE-2020-0602	CWE-400
CVE-2020-0603	CWE-119
CVE-2020-0604	NVD-CWE-noinfo
CVE-2020-0605	CWE-20
CVE-2020-0606	CWE-20
CVE-2020-0607	CWE-200
CVE-2020-0608	CWE-200
CVE-2020-0609	CWE-20
CVE-2020-0610	CWE-20
CVE-2020-0611	CWE-20
CVE-2020-0612	CWE-20
CVE-2020-0613	CWE-269
CVE-2020-0614	CWE-269
CVE-2020-0615	CWE-200
CVE-2020-0616	CWE-59
CVE-2020-0617	CWE-20
CVE-2020-0618	CWE-20
CVE-2020-0620	CWE-269
CVE-2020-0621	CWE-613
CVE-2020-0622	CWE-200
CVE-2020-0623	CWE-269
CVE-2020-0624	CWE-269
CVE-2020-0625	CWE-269
CVE-2020-0626	CWE-269
CVE-2020-0627	CWE-269
CVE-2020-0628	CWE-269
CVE-2020-0629	CWE-269
CVE-2020-0630	CWE-269
CVE-2020-0631	CWE-269
CVE-2020-0632	CWE-269
CVE-2020-0633	CWE-269
CVE-2020-0634	CWE-269
CVE-2020-0635	CWE-269
CVE-2020-0636	CWE-269
CVE-2020-0637	CWE-200
CVE-2020-0638	CWE-269
CVE-2020-0639	CWE-200
CVE-2020-0640	CWE-119
CVE-2020-0641	CWE-269
CVE-2020-0642	CWE-269
CVE-2020-0643	CWE-200
CVE-2020-0644	CWE-269
CVE-2020-0645	CWE-20
CVE-2020-0646	CWE-20
CVE-2020-0647	CWE-20
CVE-2020-0648	CWE-269
CVE-2020-0650	CWE-119
CVE-2020-0651	CWE-119
CVE-2020-0652	CWE-119
CVE-2020-0653	CWE-119
CVE-2020-0654	CWE-269
CVE-2020-0655	CWE-20
CVE-2020-0656	CWE-79
CVE-2020-0657	CWE-269
CVE-2020-0658	CWE-200
CVE-2020-0659	CWE-269
CVE-2020-0660	CWE-20
CVE-2020-0661	CWE-20
CVE-2020-0662	CWE-119
CVE-2020-0663	CWE-269
CVE-2020-0664	CWE-200
CVE-2020-0665	CWE-269
CVE-2020-0666	CWE-269
CVE-2020-0667	CWE-269
CVE-2020-0668	CWE-269
CVE-2020-0669	CWE-269
CVE-2020-0670	CWE-269
CVE-2020-0671	CWE-269
CVE-2020-0672	CWE-269
CVE-2020-0673	CWE-119
CVE-2020-0674	CWE-119
CVE-2020-0675	CWE-119
CVE-2020-0676	CWE-119
CVE-2020-0677	CWE-119
CVE-2020-0678	CWE-269
CVE-2020-0679	CWE-269
CVE-2020-0680	CWE-269
CVE-2020-0681	CWE-20
CVE-2020-0682	CWE-269
CVE-2020-0683	CWE-269
CVE-2020-0684	CWE-269
CVE-2020-0685	CWE-269
CVE-2020-0686	CWE-269
CVE-2020-0687	CWE-119
CVE-2020-0688	CWE-502
CVE-2020-0689	CWE-20
CVE-2020-0690	CWE-269
CVE-2020-0691	CWE-269
CVE-2020-0692	CWE-269
CVE-2020-0693	CWE-79
CVE-2020-0694	CWE-79
CVE-2020-0695	CWE-20
CVE-2020-0696	NVD-CWE-Other
CVE-2020-0697	CWE-269
CVE-2020-0698	CWE-200
CVE-2020-0699	CWE-200
CVE-2020-0700	CWE-79
CVE-2020-0701	CWE-269
CVE-2020-0702	CWE-863
CVE-2020-0703	CWE-269
CVE-2020-0704	CWE-269
CVE-2020-0705	CWE-200
CVE-2020-0706	CWE-200
CVE-2020-0707	CWE-269
CVE-2020-0708	CWE-119
CVE-2020-0709	CWE-269
CVE-2020-0710	CWE-119
CVE-2020-0711	CWE-119
CVE-2020-0712	CWE-119
CVE-2020-0713	CWE-119
CVE-2020-0714	CWE-200
CVE-2020-0715	CWE-269
CVE-2020-0716	CWE-200
CVE-2020-0717	CWE-200
CVE-2020-0718	NVD-CWE-noinfo
CVE-2020-0719	CWE-269
CVE-2020-0720	CWE-269
CVE-2020-0721	CWE-269
CVE-2020-0722	CWE-269
CVE-2020-0723	CWE-269
CVE-2020-0724	CWE-269
CVE-2020-0725	CWE-269
CVE-2020-0726	CWE-269
CVE-2020-0727	CWE-269
CVE-2020-0728	CWE-200
CVE-2020-0729	NVD-CWE-Other
CVE-2020-0730	CWE-59
CVE-2020-0731	CWE-269
CVE-2020-0732	CWE-269
CVE-2020-0733	CWE-269
CVE-2020-0734	CWE-20
CVE-2020-0735	CWE-269
CVE-2020-0736	CWE-200
CVE-2020-0737	CWE-269
CVE-2020-0738	CWE-119
CVE-2020-0739	CWE-269
CVE-2020-0740	CWE-269
CVE-2020-0741	CWE-269
CVE-2020-0742	CWE-269
CVE-2020-0743	CWE-269
CVE-2020-0744	CWE-119
CVE-2020-0745	CWE-269
CVE-2020-0746	CWE-200
CVE-2020-0747	CWE-269
CVE-2020-0748	CWE-119
CVE-2020-0749	CWE-269
CVE-2020-0750	CWE-269
CVE-2020-0751	CWE-20
CVE-2020-0752	CWE-269
CVE-2020-0753	CWE-269
CVE-2020-0754	CWE-269
CVE-2020-0755	CWE-200
CVE-2020-0756	CWE-200
CVE-2020-0757	CWE-269
CVE-2020-0758	CWE-269
CVE-2020-0759	CWE-119
CVE-2020-0760	CWE-20
CVE-2020-0761	NVD-CWE-noinfo
CVE-2020-0762	CWE-269
CVE-2020-0763	CWE-269
CVE-2020-0764	CWE-269
CVE-2020-0765	CWE-200
CVE-2020-0766	CWE-269
CVE-2020-0767	CWE-119
CVE-2020-0768	CWE-119
CVE-2020-0769	CWE-269
CVE-2020-0770	CWE-269
CVE-2020-0771	CWE-269
CVE-2020-0772	CWE-269
CVE-2020-0773	CWE-269
CVE-2020-0774	CWE-200
CVE-2020-0775	CWE-200
CVE-2020-0776	CWE-269
CVE-2020-0777	CWE-269
CVE-2020-0778	CWE-269
CVE-2020-0779	CWE-59
CVE-2020-0780	CWE-269
CVE-2020-0781	CWE-269
CVE-2020-0782	CWE-269
CVE-2020-0783	CWE-269
CVE-2020-0784	CWE-269
CVE-2020-0785	CWE-269
CVE-2020-0786	CWE-20
CVE-2020-0787	CWE-269
CVE-2020-0788	CWE-269
CVE-2020-0789	CWE-59
CVE-2020-0790	CWE-269
CVE-2020-0791	CWE-269
CVE-2020-0792	CWE-269
CVE-2020-0793	CWE-269
CVE-2020-0794	CWE-20
CVE-2020-0795	CWE-79
CVE-2020-0796	CWE-20
CVE-2020-0797	CWE-269
CVE-2020-0798	CWE-269
CVE-2020-0799	CWE-269
CVE-2020-0800	CWE-269
CVE-2020-0801	CWE-119
CVE-2020-0802	CWE-269
CVE-2020-0803	CWE-269
CVE-2020-0804	CWE-269
CVE-2020-0805	CWE-732
CVE-2020-0806	CWE-269
CVE-2020-0807	CWE-119
CVE-2020-0808	CWE-269
CVE-2020-0809	CWE-119
CVE-2020-0810	CWE-269
CVE-2020-0811	CWE-119
CVE-2020-0812	CWE-119
CVE-2020-0813	CWE-200
CVE-2020-0814	CWE-269
CVE-2020-0815	CWE-269
CVE-2020-0816	CWE-119
CVE-2020-0819	CWE-269
CVE-2020-0820	CWE-200
CVE-2020-0821	CWE-200
CVE-2020-0822	CWE-269
CVE-2020-0823	CWE-119
CVE-2020-0824	CWE-119
CVE-2020-0825	CWE-119
CVE-2020-0826	CWE-119
CVE-2020-0827	CWE-119
CVE-2020-0828	CWE-119
CVE-2020-0829	CWE-119
CVE-2020-0830	CWE-119
CVE-2020-0831	CWE-119
CVE-2020-0832	CWE-119
CVE-2020-0833	CWE-119
CVE-2020-0834	CWE-269
CVE-2020-0835	CWE-269
CVE-2020-0836	CWE-20
CVE-2020-0837	CWE-287
CVE-2020-0838	CWE-269
CVE-2020-0839	CWE-119
CVE-2020-0840	CWE-269
CVE-2020-0841	CWE-269
CVE-2020-0842	CWE-269
CVE-2020-0843	CWE-269
CVE-2020-0844	CWE-269
CVE-2020-0845	CWE-269
CVE-2020-0847	CWE-119
CVE-2020-0848	CWE-119
CVE-2020-0849	CWE-269
CVE-2020-0850	CWE-119
CVE-2020-0851	CWE-119
CVE-2020-0852	CWE-119
CVE-2020-0853	CWE-200
CVE-2020-0854	CWE-269
CVE-2020-0855	CWE-119
CVE-2020-0856	CWE-200
CVE-2020-0857	CWE-269
CVE-2020-0858	CWE-269
CVE-2020-0859	CWE-200
CVE-2020-0860	CWE-269
CVE-2020-0861	CWE-200
CVE-2020-0863	CWE-200
CVE-2020-0864	CWE-269
CVE-2020-0865	CWE-269
CVE-2020-0866	CWE-269
CVE-2020-0867	CWE-269
CVE-2020-0868	CWE-269
CVE-2020-0869	CWE-119
CVE-2020-0870	NVD-CWE-noinfo
CVE-2020-0871	CWE-200
CVE-2020-0872	CWE-79
CVE-2020-0874	CWE-200
CVE-2020-0875	CWE-200
CVE-2020-0876	CWE-200
CVE-2020-0877	CWE-269
CVE-2020-0878	NVD-CWE-noinfo
CVE-2020-0879	CWE-200
CVE-2020-0880	CWE-200
CVE-2020-0881	CWE-119
CVE-2020-0882	CWE-200
CVE-2020-0883	CWE-119
CVE-2020-0884	CWE-319
CVE-2020-0885	CWE-200
CVE-2020-0886	CWE-269
CVE-2020-0887	CWE-269
CVE-2020-0888	CWE-269
CVE-2020-0889	CWE-119
CVE-2020-0890	CWE-269
CVE-2020-0891	CWE-79
CVE-2020-0892	CWE-119
CVE-2020-0893	CWE-79
CVE-2020-0894	CWE-79
CVE-2020-0895	CWE-119
CVE-2020-0896	CWE-269
CVE-2020-0897	CWE-269
CVE-2020-0898	CWE-269
CVE-2020-0899	CWE-269
CVE-2020-0900	CWE-269
CVE-2020-0901	CWE-119
CVE-2020-0902	CWE-269
CVE-2020-0903	CWE-79
CVE-2020-0904	CWE-732
CVE-2020-0905	NVD-CWE-noinfo
CVE-2020-0906	CWE-119
CVE-2020-0907	CWE-119
CVE-2020-0908	CWE-119
CVE-2020-0909	CWE-20
CVE-2020-0910	CWE-119
CVE-2020-0911	CWE-269
CVE-2020-0912	CWE-269
CVE-2020-0913	CWE-269
CVE-2020-0914	NVD-CWE-noinfo
CVE-2020-0915	CWE-269
CVE-2020-0916	CWE-269
CVE-2020-0917	CWE-269
CVE-2020-0918	CWE-269
CVE-2020-0919	CWE-269
CVE-2020-0920	CWE-434
CVE-2020-0921	CWE-200
CVE-2020-0922	NVD-CWE-noinfo
CVE-2020-0923	CWE-79
CVE-2020-0924	CWE-79
CVE-2020-0925	CWE-79
CVE-2020-0926	CWE-79
CVE-2020-0927	CWE-79
CVE-2020-0928	NVD-CWE-noinfo
CVE-2020-0929	CWE-434
CVE-2020-0930	CWE-79
CVE-2020-0931	CWE-434
CVE-2020-0932	CWE-434
CVE-2020-0933	CWE-79
CVE-2020-0934	CWE-269
CVE-2020-0935	CWE-269
CVE-2020-0936	CWE-269
CVE-2020-0937	CWE-200
CVE-2020-0938	CWE-20
CVE-2020-0939	CWE-200
CVE-2020-0940	CWE-269
CVE-2020-0941	CWE-200
CVE-2020-0942	CWE-269
CVE-2020-0943	CWE-287
CVE-2020-0944	CWE-269
CVE-2020-0945	CWE-200
CVE-2020-0946	CWE-200
CVE-2020-0947	CWE-200
CVE-2020-0948	CWE-119
CVE-2020-0949	CWE-119
CVE-2020-0950	CWE-119
CVE-2020-0951	CWE-732
CVE-2020-0952	CWE-200
CVE-2020-0953	CWE-119
CVE-2020-0954	CWE-79
CVE-2020-0955	CWE-200
CVE-2020-0956	CWE-119
CVE-2020-0957	CWE-119
CVE-2020-0958	CWE-119
CVE-2020-0959	CWE-119
CVE-2020-0960	CWE-119
CVE-2020-0961	CWE-119
CVE-2020-0962	CWE-200
CVE-2020-0963	CWE-200
CVE-2020-0964	CWE-119
CVE-2020-0965	CWE-119
CVE-2020-0966	CWE-119
CVE-2020-0967	CWE-119
CVE-2020-0968	CWE-119
CVE-2020-0969	CWE-119
CVE-2020-0970	CWE-119
CVE-2020-0971	CWE-434
CVE-2020-0972	CWE-20
CVE-2020-0973	CWE-79
CVE-2020-0974	CWE-434
CVE-2020-0975	CWE-20
CVE-2020-0976	CWE-20
CVE-2020-0977	CWE-20
CVE-2020-0978	CWE-79
CVE-2020-0979	CWE-119
CVE-2020-0980	CWE-119
CVE-2020-0981	CWE-74
CVE-2020-0982	CWE-200
CVE-2020-0983	CWE-269
CVE-2020-0984	CWE-269
CVE-2020-0985	CWE-269
CVE-2020-0986	CWE-269
CVE-2020-0987	CWE-200
CVE-2020-0988	CWE-119
CVE-2020-0989	CWE-862
CVE-2020-0991	CWE-119
CVE-2020-0992	CWE-119
CVE-2020-0993	CWE-400
CVE-2020-0994	CWE-119
CVE-2020-0995	CWE-119
CVE-2020-0996	CWE-269
CVE-2020-0997	CWE-787
CVE-2020-0998	CWE-269
CVE-2020-0999	CWE-119
CVE-2020-1000	CWE-269
CVE-2020-10002	NVD-CWE-noinfo
CVE-2020-10003	CWE-59
CVE-2020-10004	NVD-CWE-noinfo
CVE-2020-10006	NVD-CWE-Other
CVE-2020-10007	NVD-CWE-noinfo
CVE-2020-10009	NVD-CWE-noinfo
CVE-2020-1001	CWE-269
CVE-2020-10010	CWE-22
CVE-2020-10011	CWE-125
CVE-2020-10012	CWE-79
CVE-2020-10013	NVD-CWE-noinfo
CVE-2020-10014	CWE-22
